county,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,prosperity_score
Russell VA,8412,9084.58812,14446.8396,15842.3172,6339.7038,10856.96124,7406.92608,-0.7474174965481343
Scott VA,7111.9146,8514.92796,14527.23,15738.4176,5662.221,12633.9708,7184.23824,-0.6691777896087469
Shenandoah VA,9888,9624.26664,15035.8488,15842.3172,7070.064,11965.38204,8644.64868,0.2885829127735464
Smyth VA,8412,9024.624,14029.6788,15842.3172,6317.9766,11077.27656,7328.83596,-0.8160387651999347
Southampton VA,9265.12572,9054.60648,15418.4628,15842.3172,6637.9614,11717.27712,8231.15628,-0.07760762345385508
Spotsylvania VA,18607.8588,9444.375,16117.3944,15522.8688,10164.42996,18996.798,14359.422,1.0590058284013018
Stafford VA,19477.1496,9864.12372,15894.8676,15522.8688,10631.50044,19472.5416,15095.7888,1.8127624208928406
Surry VA,8604,9174.53544,15920.7804,15878.2428,6441.86496,11435.12988,8097.31272,-0.37296153947491506
Sussex VA,10110.28056,9294.46368,15723.192,15091.77,7031.1042,14437.314,9269.58624,-1.2768259186095217
Tazewell VA,8412,8335.03488,14004.6036,15842.3172,6068.1108,11098.13448,7063.81272,-0.9716864356336475
Warren VA,12288,9204.51636,15342.9552,15522.8688,7787.58624,15899.7456,10464.93756,0.5384239072321482
Washington VA,9044.63748,9774.17796,14496.8604,15738.4176,6818.79936,13672.296,8677.68756,0.006275234573668742
Westmoreland VA,10488,9984.05268,15167.8872,15842.3172,7417.8318,12349.956,9148.82808,-0.31982994233813034
Wise VA,8438.48508,9024.624,13966.5648,15842.3172,6327.57276,10924.08696,7278.28488,-0.9617493323148762
Wythe VA,8412,9024.624,14165.2368,15842.3172,6317.9766,11009.28228,7347.78876,-0.28267889128359797
York VA,17070.5628,9954.07032,14449.3872,15774.3432,9792.09012,18818.544,13279.4688,1.3234645123115267
Alexandria city VA,22009.4316,11333.24928,11023.83396,15522.8688,12081.3672,20858.3916,15825.2184,2.254529865423738
Bristol city VA,8678.30424,9024.624,13660.3212,15738.4176,6414.46872,13475.49,7968.375,-0.6761979749945679
Buena Vista city VA,9225.9924,9264.48048,14232.5724,15842.3172,6699.82764,11308.83624,7851.93756,-1.273318461492175
Charlottesville city VA,14596.674,13402.0152,12752.4912,16420.9908,10145.02956,16720.9968,12633.546,1.0171106719840508
Chesapeake city VA,14752.1952,9114.5706,14185.818,15774.3432,8647.87056,17459.712,11523.5544,0.7746931563174314
Colonial Heights city VA,13004.3016,9444.375,13988.6424,15091.77,8134.04076,16047.192,10373.30496,0.3323800695828835
Covington city VA,8485.76148,8454.96312,14556.2304,15842.3172,6138.29256,11107.81572,7295.59788,-0.2993455580359024
Danville city VA,8184.00732,8035.21368,12807.582,15842.3172,5876.8638,10960.54032,6484.3674,-1.03854138268828
Emporia city VA,8480.00316,8604.87372,12714.0804,15842.3172,6190.52496,10991.34744,6799.89036,-1.4290056481508249
Fairfax city VA,23105.4936,9684.23076,14117.4876,15522.8688,11881.01004,21458.238,16932.078,3.001289573170185
Falls Church city VA,23521.2408,11752.99872,12540.6024,15522.8688,12781.248,21685.7676,17709.258,3.960014284539572
Franklin city VA,9611.58984,9264.48048,13226.8584,15842.3172,6839.54448,11883.92796,7878.3516,-0.9179902683533444
Fredericksburg city VA,15848.8068,11603.08812,13644.9336,15738.4176,9946.90428,17486.8404,12714.8364,0.6896917970495293
Galax city VA,8515.14108,8874.71412,13154.544,15842.3172,6301.02984,11024.15916,7050.22632,-0.8103007872884437
Hampton city VA,12895.1952,8994.64164,13764.6516,15774.3432,7931.55108,16371.2916,10379.13276,-0.20087471239010435
Harrisonburg city VA,11006.54376,9414.39252,13343.7768,16528.7652,7399.31028,15096.0876,9572.54664,0.2792426747972983
Hopewell city VA,11100.0102,10103.98164,13960.1076,15091.77,7683.04248,14987.8788,9610.45308,-1.0992106421376904
Lexington city VA,9144.75732,9384.41088,13702.23,15842.3172,6713.84844,11273.19216,7708.64064,-0.09290725247366556
Lynchburg city VA,9846.90972,9024.624,13313.5368,16420.9908,6837.90084,14320.35,8738.35176,-0.07049702155985876
Manassas city VA,19250.3784,9564.30252,14459.9028,15522.8688,10440.69504,19348.434,14262.2184,1.1394582671956999
Manassas Park city VA,21820.4556,9984.05268,14921.1396,15522.8688,11524.02756,20754.9708,16462.2888,0.27965620353958287
Martinsville city VA,8921.43456,8544.91044,12967.6044,15842.3172,6328.74612,11198.13864,7075.88304,-0.815976731671907
Newport News city VA,12191.6112,9024.624,13163.9268,15774.3432,7687.47876,15958.9092,9850.46124,-0.19373474084286293
Norfolk city VA,12214.68,9834.1428,12395.5068,15774.3432,7989.15816,15972.4296,9954.50028,-0.4394604273855349
Norton city VA,8251.5564,8964.65988,13009.3872,15842.3172,6238.11396,10842.93756,6891.74628,-0.9263215794991476
Petersburg city VA,11864.23248,8634.8562,13253.538,15091.77,7427.62788,15412.998,9268.73436,-1.0928314686077496
Poquoson city VA,14094.7488,9204.51636,15086.4864,15774.3432,8442.2424,17074.3716,11453.58624,1.1595588348629302
Portsmouth city VA,12087.804,8784.76752,13248.882,15774.3432,7562.95536,15898.0644,9728.58624,-0.7496898822810873
Radford city VA,9015.56904,9444.375,14051.61,17462.8128,6688.76508,14123.418,9020.91432,-0.27920087994460924
Richmond city VA,12841.434,9684.23076,11911.23192,15091.77,8161.93656,15956.5932,9808.28904,-0.2315102430418127
Roanoke city VA,10680.82248,8574.89136,13192.2924,16420.9908,6977.1042,14657.5164,8942.77368,-0.5227799894469599
Salem city VA,11979.84156,9474.35748,13946.9748,16420.9908,7773.70236,15368.3112,10169.2266,0.2433677029723773
Staunton city VA,10907.8572,8814.74928,13753.6104,15738.4176,7146.27828,14907.7848,9153.96096,0.0041170241343361225
Suffolk city VA,13852.5312,9144.55296,14891.6208,15774.3432,8332.74972,16932.4032,11250.28932,0.32186620853283576
Virginia Beach city VA,15767.202,9804.15888,13406.118,15774.3432,9265.51248,18054.6228,12102.5472,0.8450743042010864
Waynesboro city VA,10401.10404,8634.8562,14015.1192,15738.4176,6897.47904,14624.6436,8889.71856,-0.19940717050295045
Williamsburg city VA,13760.2572,9924.08784,13286.2284,15774.3432,8581.77252,16878.318,11053.62528,0.23512232134824665
Winchester city VA,13022.5824,10223.90988,13464.0576,15738.4176,8423.12112,16230.0708,10753.23408,0.4591715534671199
Adams WA,9336,9384.41088,15563.9376,13479.126,6783.1428,12314.076,5150.04672,-0.1856184884908861
Asotin WA,11192.79708,9114.5706,15062.142,12526.4328,7358.15988,15489.4128,5973.06264,0.17085332343123996
Benton WA,12489.8184,9294.46368,15298.644,12167.1828,7893.30468,16170.99,6514.5,0.8347485952766066
Chelan WA,13284,10733.60664,15974.9052,13604.1792,8702.52612,16440.6312,7649.33568,0.5634412497710514
Clallam WA,12432,9924.08784,15683.0328,14736.4956,8100.49224,13582.5408,6754.67208,0.2942242784341793
Clark WA,18341.6796,9924.08784,15126.0864,13496.4048,10241.80152,19527.3564,9435.5706,1.111417997231768
Columbia WA,12456,9354.42768,16646.9952,12526.4328,7902.77784,15690.33,6779.47632,0.3693437121605827
Cowlitz WA,12240,9264.48048,15420.5496,14466.3756,7791.92136,16158.69,6939.76536,0.23184961391938386
Douglas WA,13284,9564.30252,16072.8,13604.1792,8278.84056,16440.6312,7337.57004,0.423020575370745
Ferry WA,9324,9474.35748,16418.7468,11898.43068,6811.38648,12347.2476,5025.11724,-0.4446291508827283
Franklin WA,11707.60176,9054.60648,15719.5836,12167.1828,7522.96728,15756.4176,6222.91404,0.4382524082926757
Garfield WA,8808,9384.41088,16401.4224,12796.5528,6591.82764,12078.3264,4979.56236,0.4488857725067554
Grant WA,9720,8994.64164,15397.5924,13874.3004,6781.05252,12432.792,5222.328,0.1951216538299366
Grays Harbor WA,9840,10343.83884,15600.1968,14736.4956,7313.40084,12620.9604,5912.10936,0.012313599466322914
Island WA,13092,11483.15916,16183.7676,13874.3004,8904.54936,14118.4788,7423.45308,0.9303090222532896
Jefferson WA,11568,13372.0356,16094.1576,12473.2296,9036.75876,13410.4176,7067.96856,0.47341063900119
King WA,23425.5612,11573.10576,14953.3056,12418.6584,12681.3972,22086.0336,12295.7508,2.077804807219725
Kitsap WA,17748,10313.85576,15531.072,12203.1084,10167.91704,18940.6212,8974.7424,0.9631346808865846
Kittitas WA,11676,11962.87428,15833.838,12437.3028,8565.29664,13466.0256,6646.1484,0.7045132751325361
Klickitat WA,10884,15830.5704,16373.454,13766.5248,9679.74312,12810.9972,7775.39064,0.5428974036032568
Lewis WA,11016,9864.12372,15912.1656,12473.2296,7565.69244,12951.6792,5770.0704,0.21715992772113726
Lincoln WA,8808,9534.32148,16902.3444,11898.43068,6646.14696,12077.3004,4938.17976,0.20796403844473085
Mason WA,11388,10073.99928,16182.4848,12904.3272,7776.52884,12962.136,6087.83604,0.0568083178956185
Okanogan WA,9816,9084.58812,16040.202,13874.3004,6848.42868,12591.084,5446.28136,-0.0775382960652616
Pacific WA,10380,14601.3012,16110.4584,14736.4956,9051.7104,12528.4032,7371.7266,-0.17532227049200041
Pend Oreille WA,11544,9504.33912,16186.4652,11628.31056,7626.6438,15340.872,6202.32792,-0.1297315784314136
Pierce WA,17532,10163.94648,14745.9216,12634.2072,10035.33396,19098.1812,8793.50028,0.7801349423785021
San Juan WA,14592,10463.7678,17027.5176,13874.3004,9078.69288,14581.2948,7832.0544,1.3275105764814479
Skagit WA,14700,10103.98164,15880.2756,13532.3292,8987.46096,17521.9848,8062.46856,0.8153633209942065
Skamania WA,12363.5436,10014.03444,16616.1612,13496.4048,8108.27856,16275.8832,7260.219,0.4634214202185427
Snohomish WA,20975.0664,10523.73264,16186.3548,12310.884,11413.25688,20774.8164,10922.13276,1.3765001857396684
Spokane WA,12084,9504.33912,14518.2888,11628.31056,7822.30668,16098.1452,6165.40644,0.43233098618680627
Stevens WA,10032,9504.33912,16065.1716,11628.31056,7078.78632,15012.5496,5672.3514,-0.03641171899343151
Thurston WA,14892,10044.0168,15373.998,12634.2072,9035.30268,17660.3772,7836.69504,1.0355679784081897
Wahkiakum WA,9216,9684.23076,16794.2436,14736.4956,6848.29908,12296.8632,5726.328,-0.011626137276822749
Walla Walla WA,13236,10373.8206,15234.6588,12526.4328,8554.76952,16398.0396,7145.16432,0.5688256140816014
Whatcom WA,14940,10673.64036,15422.6268,13604.1792,9280.8318,17687.0256,8245.64064,1.0344761894294834
Whitman WA,10464,10853.53416,14659.2684,12796.5528,7724.1834,12907.9848,5690.21076,0.519076880887342
Yakima WA,12528,8994.64164,15482.4516,12167.1828,7798.50216,16060.8732,6455.07792,-0.038378138127269514
Barbour WV,8112,8544.91044,14210.0772,25721.6604,6035.4558,11634.23148,10574.01564,-0.907995546782383
Berkeley WV,11004,8934.67752,14867.9676,23354.4936,7224.56904,17734.6572,13053.7572,0.2578893906754132
Boone WV,8112,8245.08912,14895.5628,27881.0268,5926.8186,14855.07,12161.1648,-0.9691420886946417
Braxton WV,8112,8484.9456,14393.316,24536.1396,6013.72812,11830.20624,10323.375,-0.6066421121542168
Brooke WV,8088.69,8964.65988,14672.4744,20049.4044,6179.10132,14659.302,10109.4456,0.003321398030041093
Cabell WV,9849.0132,8664.84012,13185.306,26659.5816,6708.2988,16401.5496,12594.2412,-0.41999216446875937
Calhoun WV,8112,8125.16088,14621.436,24536.1396,5883.3636,11568.23364,10175.26536,-1.202145048446871
Clay WV,6465.27684,8454.96312,15345.9276,24432.24,5406.19116,13218.2988,10309.97676,-1.2845603353247206
Doddridge WV,8928,8454.96312,14912.6616,23781.7164,6298.53372,12108.306,10637.69532,-0.28636276943192346
Fayette WV,8112,8335.03488,14208.6588,24432.24,5959.40916,14640.6048,10976.625,-0.5727324827924271
Gilmer WV,8112,8394.999,14572.584,23781.7164,5981.13684,11456.5818,10020.39036,-0.5878552357132597
Grant WV,8112,8934.67752,14594.124,21662.1492,6176.68356,11859.717,9748.40628,-0.3837576494652241
Greenbrier WV,8664,8694.82032,14388.3636,24536.1396,6289.78488,12124.3452,10697.79708,-0.5577559949900555
Hampshire WV,8092.78128,8814.74928,14952.8424,21558.2496,6126.26556,15086.6256,10679.21856,-0.30994917179118364
Hancock WV,8768.2998,8574.89136,14412.7416,20049.4044,6284.12184,15230.0784,10309.02324,0.017634213384116193
Hardy WV,8112,9084.58812,14583.576,21662.1492,6231.00216,12118.9488,9876.84372,-0.32551107682866975
Harrison WV,9396,8335.03488,14544.6576,25721.6604,6424.65312,12469.8384,11314.82004,-0.031133860161568123
Jackson WV,8112,8424.9822,15090.0252,21877.698,5992.00044,11905.4238,9766.21872,0.05234582315283224
Jefferson WV,11184,9234.49872,15452.0184,23354.4936,7398.42696,18185.2224,13591.038,0.9915405558537879
Kanawha WV,9756.69072,8514.92796,13803.2184,27162.5304,6620.52828,15943.1292,12686.8128,-0.03594668795548114
Lewis WV,8700,8514.92796,14069.8056,23781.7164,6237.64752,11956.55928,10292.39064,-0.7366073337473961
Lincoln WV,8232,9234.49872,14471.3292,27881.0268,6328.80108,14813.1036,12452.7348,-1.4366608883670693
Logan WV,8112,8125.16088,14193.9672,27984.9252,5883.3636,11811.26292,11095.45308,-0.7967357394111344
McDowell WV,8112,8335.03488,14315.5416,27984.9252,5959.40916,11589.50028,11147.64036,-1.4994674324626163
Marion WV,9504,8904.69648,14703.5664,23781.7164,6670.19676,12560.328,11099.34372,-0.021168776903145226
Marshall WV,8708.89008,8724.80352,14872.5612,20049.4044,6316.91532,15302.5908,10494.14064,-0.2590882721871541
Mason WV,8220,8335.03488,14230.9788,26763.48,5998.54176,11676.97632,10846.3674,-0.38216021883168283
Mercer WV,8112,8484.9456,13573.3956,23709.8676,6013.72812,11733.64968,9830.15628,-0.761689142063306
Mineral WV,8579.91876,8994.64164,14874.7944,21558.2496,6367.95624,15459.1932,11017.89036,-0.12640346289754034
Mingo WV,8112,9384.41088,13934.1684,27984.9252,6339.63936,11490.25488,11414.0076,-1.3197121764443596
Monongalia WV,10582.95924,8814.74928,14078.6832,23677.8168,7028.55468,17447.0028,12639.1248,0.5285944617576646
Monroe WV,8112,8904.69648,14798.868,23709.8676,6165.82032,11456.5818,10260.5076,-0.2664901435853165
Morgan WV,8928,9174.53544,15340.236,21662.1492,6559.26264,12200.1984,10462.875,-0.31421614776893153
Nicholas WV,8112,8514.92796,14380.9668,24536.1396,6024.5922,11728.20708,10302.60936,-1.0471023813009308
Ohio WV,9220.36452,9444.375,13894.1904,20049.4044,6762.97116,15739.3476,10814.17164,0.3106228173962961
Pendleton WV,8112,8904.69648,14784.0504,21662.1492,6165.82032,12166.7316,9877.7424,-0.3761150072970836
Pleasants WV,8112,8305.05396,15434.2104,21877.698,5948.54628,11688.73248,9756.03876,-0.05337356293828314
Pocahontas WV,8112,8514.92796,14906.5956,25721.6604,6024.5922,11830.00776,10813.92996,-0.774901667624786
Preston WV,8451.14064,8754.78516,15586.2744,25617.762,6234.3852,15517.0068,12229.7664,-0.14577094112797837
Putnam WV,10884,8514.92796,15090.9084,26659.5816,7028.99712,17238.1716,13815.078,0.4476408155274892
Raleigh WV,8376,8245.08912,13922.7204,23605.9668,6022.47624,15454.458,10959.3984,-0.39979675811806414
Randolph WV,8220,8754.78516,14179.0308,25721.6604,6150.63432,11660.00316,10694.6016,0.07035655716949141
Ritchie WV,8112,8215.10664,14726.5632,21877.698,5915.955,11598.3486,9494.6016,-0.5368446339198449
Roane WV,8112,8484.9456,14483.9892,24536.1396,6013.72812,11694.22848,10310.57808,-0.8192669002894511
Summers WV,8112,8394.999,14524.8468,23709.8676,5981.13684,12057.9564,10156.73436,-1.32621907317415
Taylor WV,8544,8664.84012,14346.93,25721.6604,6235.44144,11854.09644,10886.32032,-0.48483710777341077
Tucker WV,8112,8754.78516,14983.0476,25721.6604,6111.50136,11568.23364,10853.74224,-0.5535035856150252
Tyler WV,8760,8574.89136,14531.9736,21877.698,6281.11452,11995.10376,9941.59356,-0.25699510829324823
Upshur WV,8676,8664.84012,14366.2752,25721.6604,6283.2708,12159.2988,11028.18756,-0.30887244958513144
Wayne WV,8716.63992,8125.16088,14087.898,26659.5816,6102.44856,15420.1836,11936.63304,-0.5231076773826541
Webster WV,8520,8604.87372,14530.5816,25721.6604,6205.01664,11718.33768,10867.60176,-1.2653281263664995
Wetzel WV,8112,8634.8562,14253.2436,23781.7164,6068.046,11685.73896,10087.35936,-0.5110033014647705
Wirt WV,5781.31416,8215.10664,15488.7828,21773.7984,5071.45536,12868.5972,9139.70292,-0.7077163243118995
Wood WV,9079.46484,8065.19676,14137.7184,21773.7984,6212.187,15722.5272,10780.45308,-0.004828839021879398
Wyoming WV,8328,9474.35748,14524.1472,27984.9252,6450.49584,11689.61352,11751.92208,-1.3149175157055453
Adams WI,9180,9024.624,15440.4684,13643.25,6596.25288,15287.8056,7907.21124,-0.3493959080616879
Ashland WI,8808,9954.07032,14573.4012,16517.2416,6798.23808,15457.1832,8807.85936,-0.01270649439805042
Barron WI,8808,8634.8562,14896.3932,19534.9308,6320.23464,15218.046,9202.07808,0.42199648380480886
Bayfield WI,9000,9324.44532,15679.8432,16517.2416,6639.66948,15108.1176,8851.51536,0.3408734611675048
Brown WI,10761.3984,9234.49872,13868.1096,14975.7132,7245.3018,17091.1836,9082.11696,0.9872803183698573
Buffalo WI,9120,9594.28488,15266.082,17020.1892,6780.9228,15282.6132,9089.24196,0.4911023085857667
Burnett WI,9036,9204.51636,15601.4268,16517.2416,6609.25776,15185.574,8816.60964,0.0032577554122028007
Calumet WI,9351.45192,8694.82032,15108.8808,15334.9596,6538.87572,15815.934,8411.71872,1.2559519460030948
Chippewa WI,10398.75876,8335.03488,14743.0068,19645.9488,6787.99224,16928.1324,10193.43756,0.7298728487630922
Clark WI,8808,9354.42768,15355.2528,18744.5832,6580.96368,15180.4104,9386.32032,0.4641120112276737
Columbia WI,11028,8574.89136,15223.0428,15370.8864,7102.90068,17313.1008,9507.66432,1.0688816419724185
Crawford WI,8808,8544.91044,14984.5608,14002.5,6287.64408,15282.8256,7528.719,0.364100769789553
Dane WI,14532,9864.12372,14234.5968,12748.368,8839.67724,20408.0928,11268.42996,1.6589414648034129
Dodge WI,9780,8634.8562,14696.706,15655.0428,6672.42852,16203.5952,8643.594,0.7048985594552151
Door WI,9744,10673.64036,15077.4228,14828.772,7398.11568,15705.0456,9183.44532,0.5217460412357796
Douglas WI,10555.78716,8634.8562,14230.8108,16664.1828,6953.52684,16947.9084,9331.92996,0.34048766122829893
Dunn WI,9240,8424.9822,14642.5872,19499.0064,6400.71972,15842.9052,9384.11724,0.7777149481372884
Eau Claire WI,10424.09112,9354.42768,13676.454,19645.9488,7166.53788,16948.5072,10303.71096,0.8441408787436758
Florence WI,8808,8784.76752,15992.0232,14972.4732,6374.55324,15068.556,8167.66404,-0.08500178994762937
Fond du Lac WI,9612,9144.55296,14523.0576,14329.0632,6796.23924,15914.7144,8244.10908,1.0284823509677004
Forest WI,8808,8724.80352,15540.2532,17810.5368,6352.82592,14965.6236,8836.28904,-0.4465677190930517
Grant WI,8808,8305.05396,14904.5568,14002.5,6200.73492,15634.3824,7511.781,0.6348139043353122
Green WI,10296,8275.07004,15147.8088,13933.89,6729.03072,16387.0668,8365.26564,1.0088538275719365
Green Lake WI,8808,9024.624,14920.0272,13643.25,6461.46312,15629.7,7705.44504,0.5018063267287518
Iowa WI,10512,9564.30252,15614.0232,14149.4388,7274.436,16934.5032,9350.49972,1.0215870303792105
Iron WI,8808,9774.17796,15433.8204,17810.5368,6733.05612,15060.3468,9264.65628,0.1579280571048635
Jackson WI,8808,9234.49872,15174.3516,17020.1892,6537.50832,15111.8556,8740.6956,0.35477809139943767
Jefferson WI,10764,8904.69648,14740.2852,15223.9452,7126.74468,16885.0488,9223.57032,1.0470611099274088
Juneau WI,9432,8994.64164,14968.176,13643.25,6676.6992,15795.708,8002.6326,0.12044839492188114
Kenosha WI,12624,8844.73248,13875.8124,16628.256,7778.96856,18369.7872,10522.53876,0.6855694294207325
Kewaunee WI,9380.69016,9744.1956,15696.3972,14975.7132,6929.70048,15997.1268,8981.29692,0.9930748983482504
La Crosse WI,10596.40428,9594.28488,13692.3972,17167.1304,7315.88304,17479.68,9890.83596,0.7886391299180708
Lafayette WI,8808,8694.82032,15450.6984,14002.5,6341.96196,15165.2712,7698.156,0.9539340100930304
Langlade WI,8808,8664.84012,15088.9728,15762.8172,6331.09932,15194.5692,8121.92208,0.3315266376746949
Lincoln WI,8808,9084.58812,14829.9372,15870.5952,6483.19044,15570.9828,8364.57792,0.47908735590970625
